Tweet,message,match,polarity,positives,negatives
2756,RT @DowlatNowrouzi: 1/;Thanks to #Canada 2 condemn &amp; recognize #1988Massacre in #Iran as Crime Against Humanity.;The motion adopted unanimo ,"condemn, crime",negative,0,2
2757,RT @AJWVictoriaBC: Statement on resignation of @ElizabethMay as leader of Green Party of Canada  #cdnpoli #bcpoli,resignation,negative,0,1
2758,RT @tightpenergy: cultural impact:;;  ;  ;  ;  ;  ;   ;  ;  ;           _____________ ,NA,neutral,0,0
2759," .  has #FlightDeals to experience #Saint_Boniface_Cathedral,;  options; best  ",best,positive,1,0
2760,NaN,NA,neutral,0,0
2761,"RT @GregRubini: 8. the ""whistleblower"" Eric Ciaramella attended Yale University;Department of Linguistics;;BA in 2008;.; ;",NA,neutral,0,0
2762,Which university?  Bovine or Trump?  ,NA,neutral,0,0
2763,"@LovedByaDove @NRA_Rifleman @NRA Georgia State University Student Stops Killing, Killing One of the Gunmen Himself;;",killing,negative,0,1
2764,RT @__Yahyaa: University security when they see you trying to enter the campus every morning ,NA,neutral,0,0
2765,"RT @kalonjeII: Brave comrades who airs the voices of the oppressed ends up depressed themselves. Fikirini Jacobs, the President of Pwani un ","brave, depressed",neutral,1,1
2766,RT @omari_faulkner: Our #AthleteForLife Division III kick off was shared with a special group from @SUHornetsSAAC   true Athletes For Life! ,NA,neutral,0,0
2767,RT @ani5_a: University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,NA,neutral,0,0
2768,RT @acsoccer: @SCAC_Sports Men s Soccer Championship bracket is set! @acsoccer plays Friday at 11:00am against Southwestern University. Tou ,NA,neutral,0,0
2769,RT @MouseWithTimbs: Da crib university ,NA,neutral,0,0
2770,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2771,Excited to celebrate our friends/clients tonight at the Western Canada General Counsel Awards in Vancouver with som  ,"excited, celebrate, awards",positive,3,0
2772,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ","hate, like, success",positive,3,1
2773,RT @Sydney_Talker: This video is Lit. I swear it s better then some Nollywood movies.;This is from the university of Benin students and ,better,positive,1,0
2774,RT @Chris7agr: Alberta - Canada ..... Sweet Dreams Twitter Friends   ,sweet,positive,1,0
2775,RT @JessicaBellTO: University-Rosedale is home to so many inspiring artists and arts workers -- but we're also the 5th most unaffordable ri ,"inspiring, unaffordable",neutral,1,1
2776,"RT @Bruno_J_Navarro: Beijing s tariffs on American lobster have gutted exports of the quintessential Maine delicacy, stripping the industry ",NA,neutral,0,0
2777,"RT @JanJekielek: When Susan Rice and Steve Bannon BOTH agree on something related to national security policy, it's well worth taking note. ","well, worth",positive,2,0
2778,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2779,"Security Support Engineer Full-Time, Partial Remote Job Canada`  ",support,positive,1,0
2780,RT @JoeTrezz: Orioles first baseman Chris Davis and his wife Jill today gave $3 million to the University of Maryland s Children s Hospital ,NA,neutral,0,0
2781,Regina and Saskatoon both tested lead levels above acceptable levels. Now we get just a taste of deteriorated stand  ,lead,positive,1,0
2782,RT @P5White: Sorry you were unable to bring your children to any of the fan days the university provided. We can still get your children au ,"sorry, unable",negative,0,2
2783,RT @waitwhywhen: If any other Dem candidate had crowds like this it would be front page news. ,like,positive,1,0
2784,Can you believe it's November?   It's time to get those law school applications in!   Applying with Canada Law fro  ,NA,neutral,0,0
2785,"Tonight in Saint John at 8PM AT/7PM ET, Team QMJHL faces Team Russia in Game 1 of the CIBC Canada-Russia Series! Go  ",saint,positive,1,0
2786,RT @peterdowningAB: Paperwork filed for Wexit CANADA s official party status.  The @CPC_HQ is finished.  ;;CPC MPs in the West are welcome ,welcome,positive,1,0
2787,"RT @Soniethesaint: The wigs, omg is this real life? ",NA,neutral,0,0
2788,"RT @TheStopCFC: Canada has a legal obligation to protect our right to food, yet 1 in 7 Torontonians are going hungry.;;The #WhosHungry2019 ","protect, right",positive,2,0
2789,RT @jng1519: Remove Canada from the UN!!  RT if you agree! ,NA,neutral,0,0
2790,"RT @Introverts4Pete:  If he wins, or finishes strong in Iowa, you will see the national polls flip on a dime. And he doesn t need the nati ",strong,positive,1,0
2791,"RT @JamesMelville: Denmark pays its students $1,000 a month to go to university and charge no tuition fees. Students are seen as an investm ",NA,neutral,0,0
2792,RT @pinfantea: #EnVideo  | As  fue el primer GOLAZO ol mpico de la criolla Deyna Castellanos para convertirse en la segunda m xima goleado ,NA,neutral,0,0
2793,RT @xarxaindepe: #Nouvelles #Catalogne #Politique #D mocratie #droitshumains #France #Europe #EU @EU_Commission #Quebec #Belqique #Canada # ,NA,neutral,0,0
2794,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2795,"RT @StopPetroleGuy: 2011, 2017 et encore en 2019 !;",NA,neutral,0,0
2796,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2797,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2798,@ShawnnKehr @peterframpton Canada uses paper and we don t have the controversy that the US has,controversy,negative,0,1
2799,RT @throckhampton: i single-handedly do all the promo for the sex/love column for the newspaper at my university bc the administration is t ,NA,neutral,0,0
2800,RT @shutthefuxkup01: i kinda wanna experience this just to beat the shit out of the person ,shit,negative,0,1
2801,@DeleMomodu Congrats on this milestone ;;Pls admit me into ur open university;;What is the requirement? Lolz,NA,neutral,0,0
2802,RT @GiteshPandya: UPDATED Global #BoxOffice Breakdown for #Joker:;;US/Canada: $299.2M;UK: $64.2M;Mexico: $41.7M;Japan: $37.5M;Korea: $37.3M ,breakdown,negative,0,1
2803,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2804,There must be something inside that Canada water that Nigerian girls that go there drink because WTF,NA,neutral,0,0
2805,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
2806,"RT @Chinhhuynh4583: Today is Monday, November 4, 2019.;;My fridge and freezer in my shared rooming house at 14 Delabo Dr in North York and ",NA,neutral,0,0
2807,I am sure they would love having you live there. I will contact my friends and get some money together to pay for t  ,love,positive,1,0
2808,RT @GiteshPandya: UPDATED Global #BoxOffice Breakdown for #Joker:;;US/Canada: $299.2M;UK: $64.2M;Mexico: $41.7M;Japan: $37.5M;Korea: $37.3M ,breakdown,negative,0,1
2809,"Last year at least, the US sold a lot of lobsters to Canada ...;;""The country s importing so many from the U.S. thi  ",NA,neutral,0,0
2810,RT @SpotShopMedia:  My dad served Canada 36 years RCAF.;;Proud to change my profile pic and honour all who served.;;#SupportOurVets ,NA,neutral,0,0
2811,RT @AbhijeetMonet: This is the end of an era. @ElizabethMay has successfully entrenched &amp; grown the green movement across Canada where now ,successfully,positive,1,0
2812,Carol Glass at Catholic University did some  research on what clients said about how therapy helped them.,helped,positive,1,0
2813,Great work by Rotarians! #rotaryinternational #serviceaboveself,"great, work",positive,2,0
2814,RT @JesseBrown: This is indeed odd. ;;You'd think a story about unsafe levels of lead found in the tap water of 11 cities across the countr ,"unsafe, lead",neutral,1,1
2815,JUSTICE IS Coming for All The Pedophiles Follow Q,NA,neutral,0,0
2816,"RT @lifeofJvo: 75% of female students in University of Ghana, Legon from level 400 - 200 are into prostitution (Hook up). East Legon is the ",NA,neutral,0,0
2817,RT @lawrencehurley: Supremacy Claus ,supremacy,positive,1,0
2818,"RT @CQRRHUL: EPOCH SEMINAR TOMORROW;;November 5th 2019 (1-2PM, Room: QB 136): Dr Bethan Davies,Senior Lecturer in Physical Geography, Royal ",NA,neutral,0,0
2819,NaN,NA,neutral,0,0
2820,@AaronAtTheSun,NA,neutral,0,0
2821,"RT @AmyTweeter39: Hanging in Belgrade, Serbia before heading to IUKL Kettlebell WORLDS with Team Canada! ",NA,neutral,0,0
2822,RT @BarbBhowe2: @anniegirl1138 @CBCNews @CBCTheNational @PnPCBC @CTVNews every time Jason Kenney is given air time on your news programs yo ,NA,neutral,0,0
2823,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2824,"RT @iconickbeauty:  PLEASE BOOST: a black trans woman needs help with raising money for rehab, winter clothes and residency.;;the rehab es ",NA,neutral,0,0
2825,RT @PlaysTrumpCard: Hey @TeamTrump @parscale @TimMurtaugh ;University of Ky student newspaper.;Let the kids come in and learn a thing or tw ,NA,neutral,0,0
2826,"RT @jairbolsonaro: O Minist rio da Ci ncia, Tecnologia, Inova es e Comunica es   @mctic parabeniza a equipe do Brasil que se tornou a gra ",NA,neutral,0,0
2827,"Food insecurity a growing challenge for EMU, University of Michigan students ",insecurity,negative,0,1
2828,RT @SCC_eng: Official photo of the nine current judges of the Supreme Court of Canada. #SCC #SCCJudge ,supreme,positive,1,0
2829,RT @ani5_a: University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,NA,neutral,0,0
2830,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2831,RT @DrJacobsRad: Alberta is literally Canada's Golden Goose. ;;Trudeau needs to catch up on his Brothers Grimm fairy tales before it's too ,golden,positive,1,0
2832,RT @ceeingdoubles: Xavier University of Louisiana would like to have a word with you. ,like,positive,1,0
2833,Feel so down and out of place at university,NA,neutral,0,0
2834,Nothing but Trouble by @PDanAuthor is on sale for 99 cents for a limited time!  You don't want to miss the steamy b  ,"trouble, limited, miss",negative,0,3
2835,"RT @JamesMelville: Denmark pays its students $1,000 a month to go to university and charge no tuition fees. Students are seen as an investm ",NA,neutral,0,0
2836,"RT @CTCC_Calgary: @johnDmartinez @Confcarepackage Hello from Calgary, Canada MST here! 2:13 pm #eventprofstalk",NA,neutral,0,0
2837,"RT @gregorykhillis: The situation is *so* bad in Canada that Canadians voted Tommy Douglass, the creator of socialised medicine in Canada, ",bad,negative,0,1
2838,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2839,RT @DawsonMdhoust: Canada used to be a well-to-do and healthy country.;Two Trudeaus have taken it all away from us.;How could Cdns be so du ,healthy,positive,1,0
2840,RT @JesseBrown: This is indeed odd. ;;You'd think a story about unsafe levels of lead found in the tap water of 11 cities across the countr ,"unsafe, lead",neutral,1,1
2841,RT @free_taheri: Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,"protest, denied",negative,0,2
2842,@theashwinnanda @Kulwant43551318 @paige_hr @OneDarkEnigma @ahuchler79 @finterfel @AndresDesaix @GretaThunberg I stu  ,NA,neutral,0,0
2843,RT @SCC_eng: Official photo of the nine current judges of the Supreme Court of Canada. #SCC #SCCJudge ,supreme,positive,1,0
2844,RT @DukeDigest: BREAKING: 2021   Forward AJ Griffin just committed to Duke University! #TheBrotherhood ,NA,neutral,0,0
2845,RT @allidoisowen: Owen Shroyer Bullhorns University Of Texas In Battle Tank ,tank,negative,0,1
2846,Getting  screeched in  at the legion in Gander. Now an honorary Newfoundlander. #comefromaway #comefromawaymusical  ,NA,neutral,0,0
2847,"RT @NikaDragomira: Nice going, folks. Despite there being ample information out there to warn that Russia promotes secessionist movements, ","nice, ample",positive,2,0
2848,"RT @th1an1: Molotovs, stones and tear gas outside the #Greek parliament in #Athens, during student protests against the government new educ ",protests,negative,0,1
2849,RT @HoarseWisperer: Baseball: booed;UFC fights: booed;Professional football: protested by NFL players ;Basketball: shunned by champions;;Tr ,"protested, shunned",negative,0,2
2850,"RT @Roselyn_Mae_Yyc: I ve won the lottery by being burn in Canada, no need to play I ve already won in my mind. Stay positive and optimisti ","won, burn, positive",positive,3,1
2851,RT @AdsUp4Refugees: The emotional moment Amir met the Canadian sponsor team who freed him after more than six years stranded on #Manus;;Joi ,freed,positive,1,0
2852,RT @AXELKAISER: I ll be speaking at Zurich University this week. ,NA,neutral,0,0
2853,RT @jng1519: Remove Canada from the UN!!  RT if you agree! ,NA,neutral,0,0
2854,"If nothing else, Roger Penske's acquisition of IndyCar and IMS is just another reminder that success in NASCAR requ  ",success,positive,1,0
2855,RT @TrueNorthCentre: The govt is now denying ever having been consulted by the Wilfrid Laurier University academic who created the controve ,denying,negative,0,1
2856,RT @himrich12: Very excited to announce that I will be continuing my academic and athletic career at the University of Bradley! I would lik ,excited,positive,1,0
2857,RT @Herts_DSF: The @wheelpower Junior Sports Camp is coming to #Cambridge University Sports Centre near Madingley at 9:30am - 3pm on Tuesda ,NA,neutral,0,0
2858,RT @gregorykhillis: And I can tell you that premiums + out of pocket expenses cost far more down here than the taxes we paid in Canada. The ,NA,neutral,0,0
2859,Latest News -  Leviton acquires Canada-based Viscor  ,NA,neutral,0,0
2860,RT @MBrojak: @EddieHearn talk at Worcester College Oxford University. ,NA,neutral,0,0
2861,Danny Zhilkin (@Storm_City) with a nice shot to tie the game for Team Canada Black!  ;;#OHL #WorldU17 ,nice,positive,1,0
2862,@sir_balemoh Turaki international school ;Gray s international college ;Al-hikmah  university,NA,neutral,0,0
